frame,fingers,maxContourArea,centerX,centerY,convexDefects,avgAngle,fps,usedMemoryMB,cpuLoad,gesture
994,5,22097.50,303.29,333.34,7,47.80,90.91,18.34,0.0384,Palm
995,5,22713.00,304.05,334.09,7,45.86,100.00,19.76,0.0361,Palm
996,5,23284.50,300.19,330.95,7,52.60,100.00,20.64,0.0361,Palm
997,5,23207.00,298.41,327.66,7,48.75,100.00,21.52,0.0361,Palm
998,5,23305.50,298.27,328.42,7,47.90,100.00,22.40,0.0381,Palm
999,5,22814.50,301.78,329.88,6,47.89,100.00,23.27,0.0381,Palm
1000,5,22553.00,302.47,329.35,6,49.05,100.00,24.15,0.0381,Palm
1001,5,22572.50,304.73,329.43,6,48.30,100.00,25.03,0.0353,Palm
1002,5,22709.50,304.76,328.99,6,50.23,100.00,25.91,0.0353,Palm
1003,5,22710.50,303.88,328.24,7,46.47,100.00,27.27,0.0353,Palm
1004,5,22805.50,304.47,328.29,7,48.53,100.00,28.15,0.0437,Palm
1005,2,20924.50,305.42,335.29,6,56.23,100.00,29.03,0.0437,Rock
1006,1,20249.50,313.20,350.82,5,0.00,100.00,29.91,0.0437,Thumbs Up
1007,1,19094.50,320.64,358.59,3,0.00,100.00,31.27,0.0386,Thumbs Up
1008,1,19430.50,316.82,359.74,4,0.00,100.00,32.15,0.0386,Thumbs Up
1009,1,19202.50,313.40,358.67,4,0.00,100.00,33.03,0.0386,Thumbs Up
1010,1,18675.50,309.53,355.81,4,0.00,100.00,34.40,0.0386,Thumbs Up
1011,1,20766.50,310.71,349.84,5,0.00,100.00,35.27,0.0386,Thumbs Up
1012,1,21511.50,312.00,349.39,5,0.00,100.00,36.15,0.0386,Thumbs Up
1013,1,22282.50,307.39,346.01,5,0.00,100.00,37.03,0.0355,Thumbs Up
1014,1,20764.00,315.98,349.30,5,0.00,100.00,37.91,0.0355,Thumbs Up
1015,1,20361.50,319.19,350.54,5,0.00,100.00,39.27,0.0355,Thumbs Up
1016,1,20110.00,318.31,351.30,5,0.00,100.00,40.15,0.0544,Thumbs Up
1017,1,20169.00,316.58,351.70,4,0.00,100.00,41.03,0.0544,Thumbs Up
1018,1,19807.50,315.49,350.82,5,0.00,100.00,41.91,0.0544,Thumbs Up
1019,1,20165.50,313.93,351.51,5,0.00,100.00,43.27,0.0451,Thumbs Up
1020,1,20854.00,307.19,345.66,5,0.00,100.00,44.28,0.0451,Thumbs Up
1021,2,19232.50,282.50,346.27,4,68.58,100.00,45.16,0.0451,Rock
1022,2,20231.00,283.29,339.42,5,57.86,100.00,46.04,0.0319,Rock
1023,2,20168.50,289.89,341.00,5,56.45,100.00,47.27,0.0319,Rock
1024,2,20116.50,295.82,341.09,5,65.37,125.00,49.27,0.0319,Rock
1025,2,20202.50,296.62,340.45,5,62.50,100.00,49.27,0.0379,Rock
1026,2,20052.00,297.15,339.02,6,66.19,125.00,50.15,0.0000,Peace
1027,2,20168.00,295.46,339.18,5,59.12,100.00,51.27,0.0000,Rock
1028,2,20513.50,290.78,346.51,4,75.70,100.00,52.15,0.0608,Rock
1029,2,20654.00,291.18,343.10,4,72.68,166.67,53.03,0.0608,Rock
1030,2,20507.50,292.24,344.50,4,71.33,100.00,54.40,0.0608,Rock
1031,2,20492.50,293.05,344.76,4,66.15,100.00,55.27,0.0431,Rock
1032,2,20692.50,293.58,343.99,4,79.04,100.00,56.15,0.0431,Rock
1033,1,20701.50,292.49,342.78,4,0.00,90.91,57.03,0.0431,Thumbs Up
1034,1,20632.00,294.26,341.62,5,0.00,100.00,57.91,0.0309,Thumbs Up
1035,1,20536.00,296.36,341.44,3,0.00,142.86,59.27,0.0309,Thumbs Up
1036,1,20686.50,296.16,342.67,4,0.00,100.00,60.15,0.0309,Thumbs Up
1037,1,20689.50,295.33,342.27,4,0.00,100.00,61.03,0.0419,Thumbs Up
1038,1,20927.00,297.96,342.73,4,0.00,100.00,61.91,0.0419,Thumbs Up
1039,1,21453.50,297.28,341.24,4,0.00,100.00,63.27,0.0419,Thumbs Up
1040,1,24284.00,313.81,335.07,5,0.00,100.00,64.15,0.0303,Thumbs Up
1041,1,24002.00,323.46,328.70,3,0.00,100.00,65.03,0.0303,Thumbs Up
1042,1,24316.50,323.99,329.70,3,0.00,100.00,65.91,0.0303,Thumbs Up
1043,1,24428.50,319.66,328.33,3,0.00,100.00,67.27,0.0418,Thumbs Up
1044,1,24646.00,320.12,329.73,3,0.00,100.00,68.64,0.0418,Thumbs Up
1045,1,24599.50,319.08,329.47,3,0.00,90.91,69.52,0.0418,Thumbs Up
1046,1,25614.50,311.99,328.44,3,0.00,100.00,70.40,0.0300,Thumbs Up
1047,1,26062.50,309.37,331.29,4,0.00,100.00,71.27,0.0300,Thumbs Up
1048,2,25782.00,301.98,331.35,5,82.91,100.00,72.15,0.0300,Rock
1049,1,24824.00,297.36,328.70,4,0.00,100.00,73.16,0.0412,Thumbs Up
1050,1,24752.00,295.03,326.72,4,0.00,100.00,74.03,0.0412,Thumbs Up
1051,2,25570.50,292.63,325.49,5,74.82,100.00,75.27,0.0412,Rock
1052,2,25185.00,292.92,328.18,5,83.64,100.00,76.15,0.0333,Rock
1053,2,25127.00,294.46,327.72,5,83.56,100.00,77.03,0.0333,Rock
1054,2,24940.50,294.19,327.88,5,84.78,100.00,77.91,0.0333,Rock
1055,1,24942.50,294.46,328.16,5,0.00,100.00,79.27,0.0404,Thumbs Up
1056,2,24859.00,293.48,327.57,5,84.99,100.00,81.27,0.0404,Rock
1057,1,25052.00,292.23,328.25,5,0.00,100.00,81.27,0.0404,Thumbs Up
1058,1,24881.00,293.89,328.33,5,0.00,100.00,82.15,0.0268,Thumbs Up
1059,1,24888.50,294.35,328.42,5,0.00,100.00,83.27,0.0268,Thumbs Up
1060,2,24732.00,294.20,328.47,5,84.88,100.00,84.15,0.0268,Rock
1061,1,24586.00,294.62,328.79,5,0.00,100.00,85.03,0.0375,Thumbs Up
1062,2,24720.50,296.53,329.97,5,83.25,100.00,86.40,0.0375,Rock
1063,2,25617.00,301.71,331.83,6,82.00,125.00,87.27,0.0375,Rock
1064,1,25612.00,303.39,331.28,6,0.00,100.00,88.15,0.0531,Thumbs Up
1065,1,23999.50,299.65,332.87,5,0.00,100.00,89.03,0.0531,Thumbs Up
1066,1,20686.50,301.90,343.39,4,0.00,100.00,89.91,0.0531,Thumbs Up
1067,1,20789.00,296.61,346.23,3,0.00,100.00,91.27,0.0411,Thumbs Up
1068,2,21299.00,287.88,339.78,5,57.20,100.00,92.15,0.0411,Rock
1069,2,22779.50,281.65,326.38,5,49.40,100.00,93.03,0.0411,Rock
1070,2,23345.00,283.81,326.43,5,58.86,100.00,93.91,0.0320,Rock
1071,2,23223.50,280.75,325.91,6,61.29,100.00,95.27,0.0320,Rock
1072,2,23653.00,278.75,325.44,5,70.90,100.00,96.15,0.0320,Rock
1073,2,24108.50,284.79,327.02,4,64.55,100.00,97.03,0.0387,Rock
1074,2,23024.50,283.24,324.09,4,72.84,100.00,97.91,0.0387,Rock
1075,2,22914.00,291.75,327.33,5,74.12,100.00,99.27,0.0387,Rock
1076,2,23602.00,308.22,326.36,4,67.81,100.00,100.15,0.0305,Rock
1077,2,23292.00,315.29,326.05,5,72.44,100.00,101.03,0.0305,Rock
1078,3,24315.50,312.29,329.55,4,74.51,100.00,102.28,0.0305,OK
1079,2,25764.00,292.97,321.34,4,71.29,100.00,103.27,0.0573,Rock
1080,2,26253.50,290.42,322.23,5,68.75,100.00,104.15,0.0573,Rock
1081,2,26084.50,291.45,324.86,4,67.95,100.00,105.03,0.0573,Rock
1082,2,25585.00,289.04,322.50,4,59.28,100.00,105.91,0.0290,Peace
1083,2,25701.50,287.94,322.08,4,57.63,100.00,107.27,0.0290,Rock
1084,2,25266.50,289.12,322.38,4,58.82,100.00,108.15,0.0290,Peace
1085,2,24438.00,289.41,322.96,4,59.49,100.00,109.03,0.0650,Rock
1086,2,24242.50,293.60,325.61,5,55.68,100.00,109.91,0.0650,Rock
1087,2,24445.50,291.48,322.43,5,62.48,100.00,111.76,0.0650,Rock
1088,2,24992.50,288.79,323.96,5,60.32,100.00,112.64,0.0320,Rock
1089,2,24975.50,287.73,321.69,5,60.76,111.11,113.52,0.0320,Rock
1090,2,25065.00,290.97,320.56,4,60.70,100.00,114.40,0.0320,Rock
1091,2,25240.50,291.75,323.19,5,61.57,90.91,115.27,0.0413,Rock
1092,2,24497.50,292.97,322.27,5,56.26,90.91,116.15,0.0413,Rock
1093,1,20397.50,286.91,368.39,6,0.00,100.00,117.03,0.0413,Thumbs Up
1094,1,18659.50,291.56,389.49,6,0.00,100.00,117.91,0.0411,Thumbs Up
1095,1,22061.00,333.20,363.79,7,0.00,100.00,119.27,0.0411,Thumbs Up
1096,1,23058.50,345.08,355.67,6,0.00,125.00,120.15,0.0411,Thumbs Up
1097,1,23289.00,346.78,352.70,5,0.00,100.00,121.03,0.0386,Thumbs Up
1098,1,23024.00,341.12,350.02,6,0.00,100.00,121.91,0.0386,Thumbs Up
1099,1,22967.50,337.74,348.45,5,0.00,100.00,123.27,0.0386,Thumbs Up
1100,1,22776.00,332.59,346.57,6,0.00,100.00,125.27,0.0323,Thumbs Up
1101,1,24156.50,307.67,341.78,5,0.00,100.00,125.27,0.0323,Thumbs Up
1102,1,23266.50,293.79,342.85,4,0.00,100.00,126.15,0.0323,Thumbs Up
1103,2,22654.00,282.35,340.85,4,75.08,100.00,127.27,0.0568,Rock
1104,2,22715.50,284.42,340.79,4,74.64,100.00,128.15,0.0568,Rock
1105,2,22478.50,280.22,338.89,3,76.10,100.00,129.03,0.0568,Rock
1106,2,22765.50,279.34,339.76,4,76.72,100.00,129.91,0.0315,Rock
1107,2,23217.00,275.23,339.92,4,78.13,100.00,131.76,0.0315,Rock
1108,2,23294.50,271.39,338.52,4,79.40,166.67,132.64,0.0315,Rock
1109,1,23360.00,270.06,338.48,5,0.00,100.00,133.64,0.0617,Thumbs Up
1110,2,23112.50,270.52,337.98,4,84.28,90.91,134.52,0.0617,Rock
1111,1,23984.50,273.84,339.68,4,0.00,100.00,135.40,0.0617,Thumbs Up
1112,2,23302.00,274.77,336.50,6,45.37,100.00,136.28,0.0303,Rock
1113,3,23018.50,279.32,333.26,5,53.70,100.00,137.16,0.0303,OK
1114,2,21896.50,277.84,341.03,6,37.79,100.00,138.03,0.0303,Rock
1115,2,20924.00,279.11,347.25,7,37.70,100.00,139.27,0.0416,Rock
1116,2,19171.00,296.06,366.23,5,32.91,100.00,140.15,0.0416,Rock
1117,1,15868.50,296.52,385.81,6,0.00,100.00,141.03,0.0416,Thumbs Up
1118,1,13846.50,287.72,424.31,5,0.00,100.00,141.91,0.0291,Thumbs Up
1119,2,17698.00,309.58,401.08,4,42.78,100.00,165.91,0.0116,Rock
1120,2,20172.50,369.88,347.73,6,37.85,100.00,167.27,0.0116,Rock
1121,2,21283.00,373.56,323.13,5,39.99,100.00,168.15,0.0116,Rock
1122,2,22601.50,368.13,316.24,4,37.93,111.11,169.03,0.0364,Rock
1123,2,22744.00,352.98,312.73,4,54.54,100.00,170.04,0.0364,Peace
1124,2,22540.00,346.74,313.84,5,59.30,100.00,171.27,0.0364,Peace
1125,2,22688.50,340.81,312.59,4,61.91,100.00,172.15,0.0338,Rock
1126,2,22646.50,336.53,315.19,5,61.59,90.91,173.03,0.0338,Rock
1127,2,22632.00,334.62,314.26,4,59.56,142.86,173.91,0.0338,Rock
1128,2,22732.50,336.27,312.87,4,61.97,100.00,175.27,0.0417,Rock
1129,2,23698.50,343.67,308.18,4,43.48,100.00,176.15,0.0417,Rock
1130,1,24155.00,354.98,311.07,5,0.00,100.00,177.03,0.0417,Thumbs Up
1131,1,21898.00,436.15,410.15,5,0.00,100.00,178.40,0.0503,Thumbs Up
1132,2,28108.50,461.72,329.33,4,61.85,100.00,185.91,0.0213,Rock
1133,2,25659.00,397.62,315.92,5,51.35,100.00,187.27,0.0213,Peace
1134,2,21330.50,358.84,317.93,6,54.00,100.00,188.15,0.0213,Rock
1135,2,21162.50,356.64,317.74,4,48.61,100.00,189.03,0.0491,Rock
1136,2,20505.00,356.19,321.16,5,47.76,100.00,189.91,0.0491,Rock
1137,2,19945.50,357.16,322.96,5,47.15,100.00,191.27,0.0491,Peace
1138,2,19408.50,358.42,328.12,7,63.94,100.00,192.53,0.0360,Rock
1139,1,17913.00,359.09,334.99,6,0.00,100.00,193.52,0.0360,Thumbs Up
1140,1,18078.50,360.44,336.93,4,0.00,100.00,194.40,0.0360,Thumbs Up
1141,1,17972.50,356.58,340.95,4,0.00,100.00,195.27,0.0382,Thumbs Up
1142,2,18810.00,340.52,329.40,4,40.85,100.00,196.15,0.0382,Rock
1143,2,18890.00,341.51,328.45,4,51.72,100.00,197.03,0.0382,Rock
1144,2,17741.50,340.83,329.59,5,52.43,142.86,198.40,0.0396,Rock
1145,2,18113.00,347.50,327.97,5,44.37,100.00,199.27,0.0396,Rock
1146,2,18201.50,353.25,329.57,5,44.70,100.00,200.15,0.0396,Rock
1147,2,19192.00,354.70,326.94,4,52.88,100.00,201.03,0.0357,Rock
1148,2,20347.50,357.91,329.82,4,34.27,100.00,202.04,0.0357,Peace
1149,1,6357.50,411.92,457.91,5,0.00,100.00,203.27,0.0357,Thumbs Up
1150,2,34673.50,424.65,355.95,5,57.77,142.86,232.15,0.0104,Rock
1151,2,30102.00,391.40,308.30,4,44.21,100.00,233.03,0.0104,Peace
1152,2,27896.00,396.31,307.70,5,50.45,100.00,233.91,0.0104,Peace
1153,2,25741.50,396.83,309.34,4,54.84,100.00,235.27,0.0432,Peace
1154,2,24463.00,394.88,312.30,5,57.77,111.11,236.15,0.0432,Peace
1155,2,23267.00,391.88,314.52,5,55.62,90.91,238.15,0.0432,Peace
1156,2,23541.00,366.15,309.44,5,47.49,90.91,238.15,0.0538,Peace
1157,1,25189.00,309.89,310.04,7,0.00,100.00,239.27,0.0538,Thumbs Up
1158,1,27768.00,218.46,345.89,5,0.00,90.91,240.15,0.0538,Thumbs Up
1159,2,23741.00,133.68,394.75,4,84.33,90.91,241.03,0.0427,Rock
1160,2,22223.50,134.68,396.59,4,79.17,100.00,241.91,0.0427,Rock
1161,2,22445.50,143.49,395.36,4,71.57,100.00,243.76,0.0427,Rock
1162,2,22886.00,144.73,394.24,4,74.98,100.00,244.64,0.0289,Rock
1163,2,23226.50,153.26,389.39,4,81.58,100.00,245.52,0.0289,Rock
1164,1,22991.50,173.06,388.45,4,0.00,100.00,246.52,0.0289,Thumbs Up
1165,2,23265.00,202.83,383.83,5,37.57,100.00,247.40,0.0486,Rock
1166,2,23614.00,227.02,385.39,4,83.88,125.00,248.28,0.0486,Rock
1167,1,20505.50,224.87,375.01,5,0.00,100.00,249.16,0.0486,Thumbs Up
1168,1,21392.00,240.96,354.66,6,0.00,100.00,250.03,0.0397,Thumbs Up
1169,1,10070.50,438.79,439.43,4,0.00,100.00,255.27,0.0170,Thumbs Up
1170,1,16072.00,344.87,412.09,6,0.00,100.00,256.15,0.0170,Thumbs Up
1171,1,13604.50,313.91,426.13,8,0.00,100.00,257.03,0.0170,Thumbs Up
1172,3,9792.50,339.86,436.81,5,35.45,100.00,257.91,0.0294,OK
1173,1,9614.50,335.28,452.42,5,0.00,100.00,259.27,0.0294,Thumbs Up
1174,2,23315.50,85.79,391.98,8,71.66,100.00,260.15,0.0294,Rock
1175,2,16996.00,64.77,406.78,3,72.95,100.00,261.03,0.0699,Rock
1176,1,12715.00,96.35,424.27,4,0.00,100.00,262.40,0.0699,Thumbs Up
1177,1,13813.50,84.95,429.18,4,0.00,100.00,263.27,0.0699,Thumbs Up
1178,1,16506.50,100.13,416.05,6,0.00,100.00,264.15,0.0298,Thumbs Up
1179,1,16917.00,101.42,406.16,4,0.00,100.00,265.03,0.0298,Thumbs Up
1180,1,31256.00,169.72,379.02,8,0.00,100.00,265.91,0.0298,Thumbs Up
1181,1,40142.50,321.01,393.67,8,0.00,100.00,267.27,0.0379,Thumbs Up
1182,1,23834.00,86.05,414.09,3,0.00,100.00,295.27,0.0104,Thumbs Up
1183,3,30204.50,325.38,411.86,6,57.04,100.00,13.65,0.0309,OK
1184,5,34902.50,353.53,332.75,6,49.11,100.00,14.53,0.0309,Palm
1185,5,35912.50,355.85,319.42,6,47.17,100.00,15.73,0.0309,Palm
1186,5,36735.50,360.59,316.68,7,45.83,100.00,16.61,0.0612,Palm
1187,5,36295.00,360.95,314.51,7,47.72,100.00,17.49,0.0612,Palm
1188,5,36408.50,358.35,315.58,6,44.70,100.00,18.53,0.0612,Palm
1189,5,33241.50,328.95,319.48,6,56.37,100.00,19.41,0.0343,Palm
1190,4,26358.00,298.32,311.92,6,71.75,100.00,20.29,0.0343,4 Fingers
1191,1,29268.50,355.81,358.68,6,0.00,100.00,21.17,0.0343,Thumbs Up
1192,1,27434.50,331.92,410.02,8,0.00,100.00,22.53,0.0379,Thumbs Up
1193,1,55943.00,219.52,348.61,11,0.00,100.00,27.81,0.0149,Thumbs Up
1194,1,102659.50,482.72,264.34,4,0.00,100.00,28.68,0.0149,Thumbs Up
1195,1,123068.00,375.18,213.24,12,0.00,100.00,30.05,0.0149,Thumbs Up
1196,1,106268.50,295.96,150.19,14,0.00,100.00,30.93,0.0368,Thumbs Up
1197,1,59822.50,175.24,78.02,8,0.00,100.00,31.81,0.0368,Thumbs Up
1198,2,29039.00,154.98,49.78,6,74.18,100.00,32.68,0.0368,Peace
1199,1,30243.00,143.64,48.94,5,0.00,100.00,34.14,0.0430,Thumbs Up
1200,2,54779.50,208.37,65.33,8,68.49,100.00,35.02,0.0430,Peace
1201,1,87604.00,254.85,87.11,8,0.00,100.00,35.89,0.0430,Thumbs Up
1202,1,70290.50,399.42,98.26,5,0.00,100.00,36.77,0.0343,Thumbs Up
1203,1,55391.00,446.32,86.70,4,0.00,100.00,38.05,0.0343,Thumbs Up
1204,1,17252.00,507.18,43.29,2,0.00,100.00,40.05,0.0343,Thumbs Up
1205,1,11242.50,515.56,33.25,2,0.00,100.00,40.05,0.0405,Thumbs Up
1206,1,16371.50,528.77,52.88,4,0.00,100.00,40.93,0.0405,Thumbs Up
1207,1,19604.00,537.62,63.45,2,0.00,125.00,42.05,0.0405,Thumbs Up
1208,1,31034.50,544.74,115.02,5,0.00,100.00,42.93,0.0294,Thumbs Up
1209,1,40190.00,532.96,169.22,5,0.00,111.11,43.81,0.0294,Thumbs Up
1210,1,49207.50,513.52,207.08,8,0.00,100.00,44.68,0.0294,Thumbs Up
1211,1,60480.50,441.30,242.73,6,0.00,90.91,46.53,0.0571,Thumbs Up
1212,1,67733.00,384.59,342.35,12,0.00,100.00,47.41,0.0571,Thumbs Up
1213,2,35249.00,227.47,428.05,7,74.71,90.91,48.29,0.0571,Peace
1214,2,8565.50,32.24,392.55,2,72.89,125.00,82.40,0.0049,Rock
1215,1,14620.00,47.36,394.74,4,0.00,90.91,83.28,0.0223,Thumbs Up
1216,2,13594.00,61.86,410.70,6,71.63,100.00,84.15,0.0223,Rock
1217,1,13195.00,64.24,413.56,8,0.00,100.00,85.03,0.0223,Thumbs Up
1218,1,13251.00,60.95,411.96,7,0.00,100.00,86.05,0.0406,Thumbs Up
1219,1,13804.50,60.84,414.68,4,0.00,100.00,86.93,0.0406,Thumbs Up
1220,1,13735.50,56.84,407.50,6,0.00,100.00,87.81,0.0406,Thumbs Up
1221,1,14320.50,63.38,412.71,8,0.00,100.00,88.68,0.0355,Thumbs Up
1222,1,14881.50,71.06,418.87,4,0.00,100.00,90.05,0.0355,Thumbs Up
1223,1,14341.50,76.59,423.79,4,0.00,100.00,92.05,0.0355,Thumbs Up
1224,1,13591.00,82.08,430.06,5,0.00,100.00,92.14,0.0404,Thumbs Up
1225,1,13759.00,77.99,429.26,5,0.00,100.00,93.01,0.0404,Thumbs Up
1226,1,12749.50,77.39,431.29,2,0.00,100.00,94.14,0.0404,Thumbs Up
1227,1,12550.00,73.10,429.67,6,0.00,100.00,95.01,0.0312,Thumbs Up
1228,1,12435.00,78.27,432.70,4,0.00,100.00,95.89,0.0312,Thumbs Up
1229,1,12902.00,79.40,432.05,5,0.00,100.00,96.77,0.0312,Thumbs Up
1230,1,13463.50,85.78,433.30,4,0.00,100.00,98.05,0.0421,Thumbs Up
1231,1,13927.00,87.81,433.48,4,0.00,100.00,98.93,0.0421,Thumbs Up
1232,1,14476.00,86.82,432.08,3,0.00,100.00,100.93,0.0421,Thumbs Up
1233,1,14399.00,87.46,432.57,4,0.00,100.00,100.93,0.0283,Thumbs Up
1234,1,13721.50,89.17,434.27,4,0.00,100.00,102.05,0.0283,Thumbs Up
1235,1,13258.00,86.38,434.36,3,0.00,100.00,102.93,0.0283,Thumbs Up
1236,1,13672.00,86.86,433.49,4,0.00,100.00,103.81,0.0470,Thumbs Up
1237,1,13938.00,89.81,434.88,4,0.00,100.00,104.68,0.0470,Thumbs Up
1238,1,14112.50,89.39,434.62,4,0.00,100.00,106.05,0.0470,Thumbs Up
1239,1,13464.50,87.62,434.54,3,0.00,100.00,106.93,0.0359,Thumbs Up
1240,1,14000.00,87.64,434.17,5,0.00,100.00,107.81,0.0359,Thumbs Up
1241,1,13609.00,87.10,433.99,3,0.00,100.00,108.77,0.0359,Thumbs Up
1242,1,13314.50,89.58,435.34,4,0.00,100.00,110.53,0.0430,Thumbs Up
1243,1,13754.50,92.98,436.03,4,0.00,100.00,111.41,0.0430,Thumbs Up
1244,1,13058.50,102.33,438.30,5,0.00,100.00,112.29,0.0430,Thumbs Up
1245,1,12515.00,106.33,440.43,5,0.00,100.00,113.17,0.0378,Thumbs Up
1246,1,11320.50,111.98,441.79,4,0.00,100.00,114.05,0.0378,Thumbs Up
1247,1,8093.50,124.17,441.66,4,0.00,100.00,114.93,0.0378,Thumbs Up
1248,1,8950.50,136.35,444.79,5,0.00,100.00,115.81,0.0416,Thumbs Up
1249,1,12376.50,114.02,436.80,7,0.00,100.00,116.68,0.0416,Thumbs Up
1250,1,16801.00,62.09,415.28,3,0.00,100.00,118.05,0.0416,Thumbs Up
1251,2,6444.50,36.78,433.89,2,54.72,100.00,118.93,0.0314,Rock
1252,1,5833.50,425.29,452.05,5,0.00,100.00,135.81,0.0133,Thumbs Up
1253,1,10399.50,400.72,435.33,4,0.00,100.00,136.77,0.0133,Thumbs Up
1254,1,9783.50,392.50,437.13,3,0.00,100.00,138.05,0.0133,Thumbs Up
1255,1,10282.00,385.33,432.56,4,0.00,100.00,138.93,0.0645,Thumbs Up
1256,1,10494.50,377.54,429.87,2,0.00,125.00,139.81,0.0645,Thumbs Up
1257,1,10735.50,368.18,429.48,3,0.00,100.00,140.68,0.0645,Thumbs Up
1258,1,10057.00,360.32,436.88,5,0.00,100.00,142.05,0.0391,Thumbs Up
1259,1,5577.00,382.40,337.09,3,0.00,100.00,144.93,0.0391,Thumbs Up
1260,2,7050.00,380.36,454.21,3,73.47,100.00,146.05,0.0265,Rock
1261,2,11086.00,360.70,442.24,4,79.21,100.00,146.93,0.0265,Rock
1262,1,13484.50,341.01,435.17,5,0.00,100.00,147.81,0.0265,Thumbs Up
1263,1,12492.00,332.34,437.49,4,0.00,100.00,148.68,0.0458,Thumbs Up
1264,2,8837.00,339.09,449.11,3,55.73,100.00,150.05,0.0458,Rock
1265,2,5397.00,339.93,459.87,2,50.53,100.00,150.93,0.0458,Peace
1266,1,5390.00,290.37,339.00,2,0.00,100.00,151.81,0.0317,Thumbs Up
1267,1,5787.50,299.06,374.93,2,0.00,100.00,152.68,0.0317,Thumbs Up
1268,1,5120.00,274.54,397.70,3,0.00,100.00,163.89,0.0260,Thumbs Up
1269,1,7733.00,206.91,450.28,5,0.00,125.00,191.02,0.0073,Thumbs Up
1270,2,15188.00,147.06,427.51,7,44.76,142.86,191.89,0.0073,Rock
1271,2,12447.50,150.54,435.10,4,41.17,100.00,192.77,0.0277,Rock
1272,2,11925.50,153.00,436.51,6,52.21,166.67,194.30,0.0277,Rock
1273,2,9188.00,165.92,442.57,4,45.59,100.00,195.18,0.0277,Rock
1274,2,8876.50,165.45,443.07,5,40.84,166.67,196.06,0.0629,Rock
1275,1,8930.00,181.75,432.74,4,0.00,100.00,196.94,0.0629,Thumbs Up
1276,1,7014.00,199.14,447.87,4,0.00,100.00,198.05,0.0629,Thumbs Up
1277,1,5682.50,224.02,439.28,4,0.00,100.00,198.93,0.0356,Thumbs Up
1278,1,5835.00,24.34,416.30,3,0.00,125.00,239.81,0.0151,Thumbs Up
1279,1,10386.00,51.10,425.91,3,0.00,100.00,240.68,0.0315,Thumbs Up
1280,1,11787.50,75.14,436.10,3,0.00,100.00,242.05,0.0315,Thumbs Up
1281,1,12019.50,84.25,439.03,3,0.00,100.00,242.93,0.0315,Thumbs Up
1282,1,11585.50,89.26,442.57,3,0.00,100.00,243.81,0.0360,Thumbs Up
1283,1,11438.50,87.84,442.03,3,0.00,111.11,244.68,0.0360,Thumbs Up
1284,1,11404.00,83.39,439.86,3,0.00,100.00,246.05,0.0360,Thumbs Up
1285,1,13205.00,80.57,432.17,5,0.00,100.00,246.93,0.0460,Thumbs Up
1286,1,14849.00,75.43,423.40,4,0.00,100.00,248.93,0.0460,Thumbs Up
1287,1,15827.00,52.96,401.78,3,0.00,100.00,248.93,0.0460,Thumbs Up
1288,1,5471.00,25.05,392.55,4,0.00,100.00,250.14,0.0446,Thumbs Up
1289,3,16790.50,33.05,341.80,5,50.00,100.00,271.81,0.0240,OK
1290,2,37389.00,139.11,331.68,6,65.65,100.00,272.68,0.0240,Rock
1291,2,32460.00,205.40,330.78,6,25.80,100.00,274.53,0.0240,Rock
1292,1,31687.50,241.94,323.12,4,0.00,100.00,275.41,0.0689,Thumbs Up
1293,3,31136.00,255.73,316.66,7,57.04,90.91,276.29,0.0689,OK
1294,2,32751.00,266.37,321.59,6,73.37,100.00,277.17,0.0689,Rock
1295,2,30359.50,281.78,326.72,6,79.07,100.00,278.05,0.0363,Rock
1296,1,30091.50,296.14,325.72,6,0.00,100.00,278.93,0.0363,Thumbs Up
1297,1,30486.00,291.04,314.27,6,0.00,100.00,279.89,0.0363,Thumbs Up
1298,2,32638.50,276.89,297.43,4,47.46,90.91,280.77,0.0464,Rock
1299,2,30630.00,242.99,293.07,8,48.39,100.00,282.05,0.0464,Rock
1300,2,29776.00,216.23,306.04,6,58.88,90.91,282.93,0.0464,Rock
1301,2,30319.50,203.75,307.07,6,59.51,100.00,283.81,0.0433,Rock
1302,2,30299.00,189.25,314.42,5,82.05,100.00,284.68,0.0433,Rock
1303,2,24094.50,202.89,327.44,6,65.28,100.00,286.53,0.0433,Rock
1304,2,22328.00,208.11,335.37,5,74.91,100.00,287.41,0.0458,Peace
1305,3,19979.00,210.20,345.17,6,73.49,100.00,288.29,0.0458,OK
1306,1,24030.00,253.23,345.25,5,0.00,100.00,289.17,0.0458,Thumbs Up
1307,1,23468.00,278.41,341.35,5,0.00,111.11,290.05,0.0346,Thumbs Up
1308,1,24239.00,309.08,338.15,7,0.00,90.91,290.93,0.0346,Thumbs Up
1309,2,23838.00,329.05,338.45,4,45.61,100.00,291.81,0.0346,Rock
1310,1,22328.00,339.61,335.34,5,0.00,100.00,292.68,0.0511,Thumbs Up
1311,3,23683.00,332.44,331.69,7,52.32,100.00,294.05,0.0511,OK
1312,2,23956.00,323.17,332.58,6,43.62,125.00,294.93,0.0511,Rock
1313,1,24296.00,307.01,330.19,6,0.00,100.00,295.81,0.0517,Thumbs Up
1314,1,28874.50,269.80,319.16,5,0.00,100.00,297.00,0.0517,Thumbs Up
1315,3,35219.00,188.84,318.62,9,39.14,100.00,298.05,0.0517,OK
1316,2,31231.00,69.24,334.40,7,68.88,100.00,300.05,0.0416,Rock
